elem	freq	tree	encode	decode	
16700	1878.99	2.43	1436.7	9420.94
16800	2031.22	2.51	1259.5	9954.17
16900	2083.69	2.42	1334.02	9987.93
17000	2063.32	2.41	1324.47	9985.11
17100	2047.97	2.61	1304.88	9727.07
17200	2022.46	2.31	1292.21	9930.23
17300	2056.17	2.29	1337.81	9886.85
17400	1984.36	2.27	1226.41	9492.6
17500	2113.39	2.47	1303.91	9926.21
17600	2070.44	2.37	1403.31	10137.77
17700	2068.26	2.97	1257.99	9585.84
17800	2108.61	2.92	1307.69	10199.32
17900	1981.97	3.03	1297.36	9872.2
18000	2189.77	2.42	1323.6	10361.27
18100	2124.83	2.79	1327.33	10220.85
18200	2246.69	3.12	1358.84	10566.45
18300	2136.55	2.78	1373.98	10237.14
18400	2209.16	2.35	1361.58	10784.23
18500	2148.61	2.78	1391.54	10582.08
18600	2373.72	3.27	1367.26	10677.76
18700	2215.04	2.67	1463.44	10827.07
18800	2168.03	2.17	1465.47	10774.7
18900	2179.43	3.14	1468.01	10906.31
19000	2163.39	2.7	1453.31	10882.73
19100	2323.64	3.53	1446.12	11056.25
19200	2415.65	2.91	1491.04	11126.35
19300	2348.5	2.42	1402.68	11238.22
19400	2272.14	2.67	1421.18	11370.28
19500	2335.14	2.76	1446.82	11278.21
19600	2298.64	3.0	1436.8	11327.71
19700	2472.3	3.02	1502.85	11319.47
19800	2503.27	3.07	1555.52	11535.31
19900	2357.4	2.82	1493.65	11578.98
20000	2239.41	3.27	1442.66	11088.57
